product_id,type,item_no,item_name,29/06/25,06/07/25,13/07/25,20/07/25,27/07/25,03/08/25,10/08/25,17/08/25,24/08/25,31/08/25,07/09/25,14/09/25,21/09/25,28/09/25,05/10/25,12/10/25,19/10/25,26/10/25,02/11/25,09/11/25,16/11/25,23/11/25,30/11/25,07/12/25,14/12/25,21/12/25,28/12/25,04/01/26,11/01/26,18/01/26,25/01/26,01/02/26,08/02/26,15/02/26,22/02/26,01/03/26,08/03/26,15/03/26,22/03/26,29/03/26,05/04/26,12/04/26,19/04/26,26/04/26,03/05/26,10/05/26,17/05/26,24/05/26,31/05/26,07/06/26,14/06/26,21/06/26
P10,Capacity Constraints in Hours,R012,Aseptic Packaging A1,-71.8,-67.8,-73.225,-59.75,-72.675,-68.625,-80.975,-65.9,-68.775,-74.425,-81.325,-63.55,-68.425,-74.575,-67.7,-69.8,-65.525,-76.475,-71.175,-79.225,-63.75,-64.525,-59.3,-82.125,-60.4,-77.325,-57.675,-64.05,-67.9,-88.025,-73.525,-60.85,-63.375,-69.05,-61.825,-68.325,-64.625,-55.075,-58.025,-62.525,-78.1,-75.35,-62.725,-58.55,-55.725,-60.25,-56,-70.025,-56.325,-65.025,-59.9,-66.825
P15,Capacity Constraints in Hours,R013,Cooking Vessel B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.051270207852184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,Capacity Constraints in Hours,R014,Retort Machine B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15,Capacity Constraints in Hours,R015,Aseptic Packaging B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,Capacity Constraints in Hours,R016,Assembly Line C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P17,Capacity Constraints in Hours,R016,Assembly Line C1,-18.129173540085773,0,-11.857744968657201,0,-16.69345925437149,-24.979173540085768,-11.725602111514348,-12.129173540085773,-32.000602111514354,-26.900602111514345,-4.0648878258000565,-30.182744968657204,-11.897030682942912,-21.632744968657207,-20.589887825800062,-10.147030682942926,0,-28.02917354008578,-15.782744968657198,-30.17560211151435,-12.561316397228623,-11.107744968657201,-21.714887825800062,-11.51488782580006,-28.111316397228634,0,-13.864887825800054,-4.81845925437149,-20.56845925437149,0,-12.275602111514345,-1.493459254371487,-6.107744968657201,-20.44345925437149,-15.004173540085773,-8.95774496865721,-4.547030682942918,0,0,0,-8.868459254371487,0,0,0,0,-2.982744968657215,0,0,0,0,-12.811316397228623,-8.589887825800062
P16,Capacity Constraints in Hours,R017,Quality Check C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P17,Capacity Constraints in Hours,R017,Quality Check C1,0,0,0,0,0,0,0,0,-2.3761200923787413,0,0,-1.3961200923787374,0,0,0,0,0,0,0,-1.2272312034898505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16,Capacity Constraints in Hours,R018,Combo Packaging C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P17,Capacity Constraints in Hours,R018,Combo Packaging C1,-69.2381986143187,-42.87153194765203,-60.81153194765204,-35.70486528098537,-67.9981986143187,-78.93153194765205,-61.31153194765204,-61.264865280985376,-89.35819861431871,-82.3581986143187,-50.15819861431871,-85.51153194765203,-60.631531947652036,-74.71153194765203,-73.00486528098537,-58.6181986143187,-44.464865280985364,-82.99819861431871,-67.07153194765203,-85.99153194765204,-61.738198614318705,-59.65153194765203,-74.90486528098536,-60.1981986143187,-83.3781986143187,-33.79819861431871,-63.54486528098538,-51.11153194765204,-73.471531947652025,-38.244865280985366,-61.378198614318705,-46.85153194765205,-54.131531947652036,-73.59819861431869,-66.07153194765203,-56.81153194765204,-50.9781986143187,-36.9181986143187,-32.76486528098536,-43.29819861431869,-56.32486528098538,-39.41153194765204,-36.958198614318704,-42.28486528098537,-43.00486528098537,-49.12486528098536,-33.871531947652045,-30.404865280985376,-42.71819861431871,-30.4781986143187,-62.738198614318705,-56.79153194765203
P18,Capacity Constraints in Hours,R019,Fryer A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21,Capacity Constraints in Hours,R019,Fryer A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P18,Capacity Constraints in Hours,R020,Seasoning Drum A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21,Capacity Constraints in Hours,R020,Seasoning Drum A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P18,Capacity Constraints in Hours,R021,Packaging Line A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21,Capacity Constraints in Hours,R021,Packaging Line A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19,Capacity Constraints in Hours,R022,Extruder B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22,Capacity Constraints in Hours,R022,Extruder B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3587503207595546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P23,Capacity Constraints in Hours,R022,Extruder B1,-38.83930587631512,-31.68375032075957,-39.56152809853734,-48.244861431870675,-36.850416987426236,-79.5670836540929,-50.244861431870675,-54.15319476520402,-33.90319476520401,-45.95041698742622,-50.56986143187068,-41.59208365409289,-68.6393058763151,-53.22819476520401,-52.67541698742623,-45.31430587631512,-53.59486143187067,-67.00597254298178,-54.65597254298177,-50.27541698742621,-42.4670836540929,-36.32819476520402,-53.54763920964845,-69.575,-46.98930587631513,-44.92263920964846,-66.703194765204,-41.858750320759576,-55.91986143187066,-32.522639209648446,-28.930972542981785,-53.247639209648455,-32.636528098537326,-51.04208365409291,-59.43652809853735,-53.65875032075958,-41.44486143187068,-31.055972542981777,-27.505972542981787,-48.01430587631512,-36.17541698742622,-15.939305876315117,-36.630972542981795,-28.878194765204007,-47.780972542981786,-31.122639209648455,-50.494861431870675,-32.900416987426226,-47.03375032075958,-57.236528098537335,-68.03652809853733,-38.73652809853735
P19,Capacity Constraints in Hours,R023,Fryer B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22,Capacity Constraints in Hours,R023,Fryer B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P23,Capacity Constraints in Hours,R023,Fryer B1,-10.84034851984044,-4.96034851984043,-11.29853033802226,-18.25853033802227,-9.08762124711317,-43.43671215620408,-20.105803065294992,-23.28943942893136,-6.765803065294996,-16.44398488347681,-20.12943942893135,-12.834893974385906,-34.59307579256772,-22.32034851984045,-21.893075792567714,-15.827621247113171,-22.643984883476804,-33.33853033802227,-23.494893974385896,-19.85307579256773,-13.665803065294988,-8.713075792567729,-22.82034851984045,-37.680348519840436,-17.454893974385904,-15.58943942893135,-33.44943942893135,-13.28943942893136,-24.525803065294994,-5.738530338022258,-2.7912576107495397,-22.529439428931347,-5.736712156204085,-20.718530338022262,-27.59125761074953,-22.82034851984045,-13.018530338022273,-4.4912576107495426,-1.5276212471131814,-18.209439428931347,-8.605803065294992,0,-8.97307579256772,-2.6439848834768114,-17.842166701658627,-4.5312576107495275,-20.16398488347682,-5.996712156204083,-17.56762124711316,-25.583984883476816,-34.202166701658626,-10.49671215620409
P19,Capacity Constraints in Hours,R024,Packaging Line B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22,Capacity Constraints in Hours,R024,Packaging Line B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P23,Capacity Constraints in Hours,R024,Packaging Line B1,0,0,0,0,0,-4.806055757175855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20,Capacity Constraints in Hours,R025,Preparation Unit C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20,Capacity Constraints in Hours,R026,Fryer C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20,Capacity Constraints in Hours,R027,Packaging Line C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24,Capacity Constraints in Hours,R028,Mixer A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25,Capacity Constraints in Hours,R028,Mixer A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24,Capacity Constraints in Hours,R029,Sieving Machine A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25,Capacity Constraints in Hours,R029,Sieving Machine A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24,Capacity Constraints in Hours,R030,Packaging Line A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25,Capacity Constraints in Hours,R030,Packaging Line A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P26,Capacity Constraints in Hours,R031,Preparation Unit B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27,Capacity Constraints in Hours,R031,Preparation Unit B1,-106.08107775211703,-88.98774441878369,-94.82107775211703,-84.6077444187837,-75.58107775211703,-103.82107775211702,-114.3677444187837,-107.59441108545035,-116.71441108545035,-115.06107775211701,-111.54107775211703,-99.34107775211702,-116.33441108545036,-109.09441108545036,-101.6277444187837,-112.59441108545036,-90.25441108545036,-104.93441108545035,-105.15441108545035,-73.65441108545035,-95.81441108545036,-75.25441108545036,-89.59441108545035,-71.04107775211702,-88.90774441878371,-62.32107775211702,-82.05441108545035,-82.98774441878369,-111.0677444187837,-76.6877444187837,-72.49441108545037,-76.14774441878369,-68.64107775211703,-70.07441108545035,-83.42107775211701,-67.22774441878369,-64.40774441878368,-55.201077752117016,-57.974411085450356,-80.26774441878369,-57.801077752117024,-71.48774441878369,-77.30107775211702,-86.50774441878369,-91.4077444187837,-67.40107775211702,-82.09441108545036,-77.92774441878369,-84.76107775211702,-65.35441108545035,-66.94774441878369,-85.44107775211702
P26,Capacity Constraints in Hours,R032,Fermentation Tank B1,-450.12840646651273,-349.7284064665127,-385.9284064665127,-422.32840646651266,-402.72840646651264,-418.32840646651266,-447.5284064665127,-524.7284064665126,-470.72840646651264,-427.9284064665127,-421.9284064665127,-333.1284064665127,-422.12840646651273,-438.9284064665127,-487.72840646651264,-531.9284064665127,-476.12840646651273,-536.1284064665127,-485.12840646651273,-344.1284064665127,-418.5284064665127,-408.9284064665127,-410.72840646651264,-375.7284064665127,-403.72840646651264,-441.72840646651264,-424.5284064665127,-415.72840646651264,-539.3284064665127,-436.72840646651264,-453.32840646651266,-395.32840646651266,-394.9284064665127,-398.72840646651264,-396.72840646651264,-374.9284064665127,-377.9284064665127,-373.32840646651266,-406.5284064665127,-469.72840646651264,-430.9284064665127,-443.9284064665127,-460.32840646651266,-437.32840646651266,-530.3284064665127,-390.1284064665127,-501.32840646651266,-440.32840646651266,-445.32840646651266,-499.5284064665127,-448.12840646651273,-487.32840646651266
P27,Capacity Constraints in Hours,R032,Fermentation Tank B1,-721.2,-719.4,-718.4,-637,-608.2,-736.4,-764.8,-666.6,-757.2,-784.6,-772,-785,-795.8,-745.6,-667.6,-685.6,-620.4,-643.8,-687.4,-647.4,-696.2,-601.4,-671.6,-608,-674,-509.4,-622.4,-634.4,-671.8,-585.4,-550.6,-617.2,-580,-584,-652.4,-589.6,-573,-530.8,-517,-575.8,-495.8,-553.4,-568.8,-634,-581,-577.8,-558.6,-588.6,-618.6,-476.4,-527.2,-587
P26,Capacity Constraints in Hours,R033,Jar Filling Line B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27,Capacity Constraints in Hours,R033,Jar Filling Line B1,-34.91205872649293,-22.104915869350066,-26.487058726492933,-19.408487297921496,-12.84420158363578,-33.1084872979215,-40.815630155064355,-36.43705872649292,-42.62991586935007,-41.19420158363579,-38.64420158363579,-29.401344440778644,-42.06920158363579,-36.99777301220722,-31.95491586935006,-40.051344440778635,-23.76205872649294,-34.60491586935008,-34.45848729792151,-11.119201583635785,-27.390630155064358,-12.64777301220721,-22.90134444077863,-9.440630155064355,-22.369201583635785,-3.604915869350066,-17.597773012207213,-18.212058726492927,-39.00491586935007,-13.837058726492927,-10.940630155064355,-13.204915869350074,-7.8406301550643605,-8.887058726492924,-18.408487297921496,-6.712058726492927,-4.7156301550643605,0,-0.2906301550643633,-16.590630155064346,-0.3120587264929213,-10.165630155064363,-14.415630155064349,-20.854915869350066,-24.908487297921496,-6.926344440778649,-18.083487297921494,-14.744201583635785,-19.654915869350063,-6.115630155064366,-6.947773012207222,-20.390630155064358
P28,Capacity Constraints in Hours,R034,Dough Mixer C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P28,Capacity Constraints in Hours,R035,Drying Unit C1,0,-0.1558121632024836,0,-0.022478829869157835,-1.8224788298691408,0,0,0,0,0,0,0,0,-3.4224788298691635,-33.62247882986915,-13.82247882986914,-13.422478829869164,-3.2224788298691465,-6.089145496535821,0,-0.5558121632024893,-7.689145496535815,-4.755812163202478,0,0,0,0,-7.755812163202478,0,0,0,-4.955812163202495,0,0,-1.2891454965358093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.689145496535815,0
P28,Capacity Constraints in Hours,R036,Packaging Line C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P29,Capacity Constraints in Hours,R037,Flaking Machine C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P29,Capacity Constraints in Hours,R038,Fortification Unit C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P29,Capacity Constraints in Hours,R039,Cereal Packaging C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P30,Capacity Constraints in Hours,R040,Roasting Unit C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P30,Capacity Constraints in Hours,R041,Seasoning Unit C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P30,Capacity Constraints in Hours,R042,Premium Packaging C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,BM001,Fresh Coriander Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,BM002,Fresh Cumin Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,BM003,Fresh Black Peppercorns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,RM001,Coriander Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,RM002,Cumin Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,RM003,Black Pepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,RM004,Cinnamon Sticks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,RM005,Green Cardamom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,RM006,Bay Leaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,PK001,Primary Pouch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,PK002,Secondary Label,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P01,Material Constraints in Qty,SF001,Garam Masala Base Mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,BM001,Fresh Coriander Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,BM002,Fresh Cumin Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,BM003,Fresh Black Peppercorns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,BM011,Fresh Tomatoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,BM013,Fresh Chickpeas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM001,Coriander Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM002,Cumin Seeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM003,Black Pepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM004,Cinnamon Sticks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM005,Green Cardamom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM006,Bay Leaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM017,Onion Powder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM018,Ginger-Garlic Paste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM019,Tomato Puree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM022,Dried Chickpeas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,RM023,Oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,SF001,Garam Masala Base Mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,PK002,Secondary Label,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,PK009,Small Ready Meal Pouch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11,Material Constraints in Qty,SF007,Chole Base,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
